ID,B,C,D,rB,rC,rD,value
23503,*CCC(=O)OCC(C)(C)COC(=O)CCN(*)CCOCCOCCOCCOCCN,*CCC(=O)OCC(C)(C)COC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCC(C)(C)COC(=O)CCN(*)CC(O)CO,0.8,0.1,0.1,1.023666667
23560,*CCC(=O)OCC(C)(C)COC(=O)CCN(*)CCOCCOCCOCCOCCN,*CCC(=O)OCC(C)(C)COC(=O)CCN(*)CCC(OCC)OCC,*CCC(=O)OCC(C)(C)COC(=O)CCN(*)C(C)C(N)=O,0.2,0.2,0.6,0.923666667
25180,*CCC(=O)OCCCCOC(=O)CCN(*)CCN(C)C,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)O,*CCC(=O)OCCCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,0.79
26242,*CCC(=O)OCCCCOC(=O)CCN(*)CCCN(CCCC)CCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.2,0.6,0.2,1.13
26644,*CCC(=O)OCCCCOC(=O)CCN(*)CCCN(CCCC)CCCC,*CCC(=O)OCCCCOC(=O)CCN(*)Cc1ccc(OC)cc1,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCO,0.4,0.4,0.2,0.65
27014,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.307
27324,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(CC)CCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.4,0.2,0.83
27702,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCO,0.6,0.3,0.1,0.941
27703,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCO,0.8,0.1,0.1,0.653
27704,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.2,0.6,0.522666667
27705,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.4,0.4,0.384666667
27706,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.6,0.2,0.438333333
27707,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.2,0.4,0.312333333
27708,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.4,0.2,0.084333333
27709,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.6,0.1,0.3,0.381666667
27710,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.6,0.3,0.1,0.054
27711,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.8,0.1,0.1,0.217333333
27716,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.4,0.4,0.2,0.097
27718,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.6,0.3,0.1,0.068
27732,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.114
27734,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.071
27735,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.617
27740,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)C(C)C(N)=O,0.4,0.4,0.2,0.899
27743,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)C(C)C(N)=O,0.8,0.1,0.1,0.606
27748,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCO,0.4,0.4,0.2,0.137
27754,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.6,0.2,0.494
27756,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.4,0.2,0.617
27760,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.2,0.2,0.6,0.945666667
27764,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.4,0.4,0.2,0.053333333
27766,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.6,0.3,0.1,0.073
27768,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(O)CO,0.2,0.2,0.6,0.853333333
27772,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,0.19
27780,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.084
27782,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.074
27788,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)C(C)C(N)=O,0.4,0.4,0.2,0.072
27924,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)Cc1ccccc1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.536
27971,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.2,0.4,0.891
27972,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.502
27974,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.503
28068,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCC(C)C,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.827
28196,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)Cc1ccc(OC)cc1,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.4,0.4,0.2,0.543
28198,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)Cc1ccc(OC)cc1,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.6,0.3,0.1,0.505
28246,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)O,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.6,0.3,0.1,0.82
28388,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.4,0.4,0.2,0.865
28390,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.6,0.3,0.1,0.869
28391,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.8,0.1,0.1,0.751
28516,*CCC(=O)OCCCCOC(=O)CCN(*)CCCN1CCN(C)CC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCO,0.4,0.4,0.2,0.909
28524,*CCC(=O)OCCCCOC(=O)CCN(*)CCCN1CCN(C)CC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.4,0.2,1.019
28532,*CCC(=O)OCCCCOC(=O)CCN(*)CCCN1CCN(C)CC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.4,0.4,0.2,0.877
29263,*CCC(=O)OCCCCOC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(O)CO,0.8,0.1,0.1,0.823
29271,*CCC(=O)OCCCCOC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.826
29279,*CCC(=O)OCCCCOC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)C(C)C(N)=O,0.8,0.1,0.1,0.838
29509,*CCC(=O)OCCCCOC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.1,0.3,0.793
29510,*CCC(=O)OCCCCOC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.774
29511,*CCC(=O)OCCCCOC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.787
29868,*CCC(=O)OCCCCOC(=O)CCN(*)Cc1ccncc1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCO,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.4,0.4,0.2,0.77
30018,*CCC(=O)OCCCCOC(=O)CCN(*)CCc1cccnc1,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.2,0.6,0.2,0.97
30896,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CC1CCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.2,0.2,0.6,0.956
30932,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCC1CCCCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.4,0.4,0.2,0.967
31314,*CCC(=O)OCCCCOC(=O)CCN(*)CCN1CCOCC1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)O,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.2,0.6,0.2,0.897333333
31559,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.8,0.1,0.1,0.721
31572,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.283333333
31573,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.1,0.3,0.897
31574,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.064
31575,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.091
31581,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)C(C)C(N)=O,0.6,0.1,0.3,0.892
31582,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)C(C)C(N)=O,0.6,0.3,0.1,0.777
31583,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)C(C)C(N)=O,0.8,0.1,0.1,0.182
31622,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.065
31623,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.214
31750,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)Cc1ccccc1,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.6,0.3,0.1,0.838
31798,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.6,0.3,0.1,0.822
31799,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.8,0.1,0.1,0.787
31811,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.2,0.4,0.806
31812,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.798
31814,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.604
32247,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.872
32255,*CCC(=O)OCCCCOC(=O)CCN(*)CCN,*CCC(=O)OCCCCOC(=O)CCN(*)CC(F)(F)C(F)(F)C(F)(F)F,*CCC(=O)OCCCCOC(=O)CCN(*)C(C)C(N)=O,0.8,0.1,0.1,0.89
32298,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)CN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)C(C)C(N)=O,0.2,0.6,0.2,0.948333333
33142,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.6,0.3,0.1,0.919
33349,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.1,0.3,0.855
33350,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCc1ccccc1,*CCC(=O)OCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.853
34570,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.6,0.2,0.998333333
35404,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,1.06
35418,*CCC(=O)OCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCN,*CCC(=O)OCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCOC(=O)CCN(*)C(C)C(N)=O,0.2,0.6,0.2,1.034666667
36951,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN(C)C,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.875
36959,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN(C)C,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.8,0.1,0.1,0.418
37000,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN(C)C,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.2,0.2,0.6,0.68
37141,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN(C)C,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.1,0.3,0.821
37564,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN(C)C,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCO,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,0.85
37970,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCN(CC)CC,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCO,0.2,0.6,0.2,1.05
38260,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCN(CC)CC,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCOC,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCO,0.4,0.4,0.2,0.88
38524,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCN(CCCC)CCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,0.816
38532,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCN(CCCC)CCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.673
38534,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCN(CCCC)CCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.67
38672,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCN(CCCC)CCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.2,0.2,0.6,0.64
38679,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCN(CCCC)CCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1ccccc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.891
38966,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCN(CCCC)CCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1ccc(OC)cc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.842
38967,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCN(CCCC)CCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)Cc1ccc(OC)cc1,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.8,0.1,0.1,0.917
39244,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,0.564
39263,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)C(C)C(N)=O,0.8,0.1,0.1,0.059
39292,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(O)CO,0.4,0.4,0.2,0.088
39300,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.4,0.4,0.2,0.919
39302,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(C)(C)C(N)=O,0.6,0.3,0.1,0.076
39368,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCC1CCCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCOCCO,0.2,0.2,0.6,1
40006,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CCOCCOCCOCCOCCOCCO,0.6,0.3,0.1,0.054
40008,*CCC(=O)OCCCCCOC(=O)CCN(*)CCN1CCCCC1,*CCC(=O)OCCCCCOC(=O)CCN(*)CCCCCCCC,*CCC(=O)OCCCCCOC(=O)CCN(*)CC(O)CO,0.2,0.2,0.6,1.042333333
